Symbol,TRDATE,Open,High,Low,Close,Volume
SBIN,03-Aug-18,294.6,299.95,294.5,299.25,18254462
TCS,03-Aug-18,1956.5,1982.05,1956.5,1979.45,1505131
AXISBANK,06-Aug-18,575.2,604.0,575.2,596.8,22629303
HDFCBANK,06-Aug-18,1060.5,1068.7,1053.05,1057.15,2872316
HINDUNILVR,06-Aug-18,1760.0,1760.0,1715.05,1730.3,1629015
ICICIBANK,06-Aug-18,306.95,318.0,306.8,315.1,25849864
INFY,06-Aug-18,683.03,687.5,673.75,680.33,6178930
KOTAKBANK,06-Aug-18,1313.95,1314.0,1279.0,1282.8,1895761
LT,06-Aug-18,1294.0,1299.8,1285.8,1290.45,842106
NSEI,06-Aug-18,11401.5,11427.65,11370.6,11387.1,203700
NSEIBANK,06-Aug-18,27769.55,27994.0,27766.05,27898.5,0
RELIANCE,06-Aug-18,1165.65,1184.77,1164.31,1181.4,4054489
SBIN,06-Aug-18,300.6,311.35,300.6,308.5,31576923
TCS,06-Aug-18,1997.0,1998.95,1972.25,1975.55,1532249
AXISBANK,07-Aug-18,597.0,606.9,583.7,593.05,16424825
HDFCBANK,07-Aug-18,1062.5,1067.25,1054.0,1065.45,3714228
HINDUNILVR,07-Aug-18,1730.8,1742.0,1724.0,1730.05,863577
ICICIBANK,07-Aug-18,313.95,318.15,310.4,313.15,20751115
INFY,07-Aug-18,687.0,689.97,680.33,683.97,7351528
KOTAKBANK,07-Aug-18,1287.0,1298.9,1274.15,1283.7,1751392
LT,07-Aug-18,1296.7,1308.0,1292.35,1295.3,1458197
NSEI,07-Aug-18,11423.15,11428.95,11359.7,11389.45,226400
NSEIBANK,07-Aug-18,27972.95,27988.2,27827.3,27875.9,0
RELIANCE,07-Aug-18,1183.68,1190.12,1165.95,1173.08,4097939
SBIN,07-Aug-18,309.85,311.7,303.05,304.05,23928622
TCS,07-Aug-18,1978.2,1979.15,1960.5,1967.35,1353521
AXISBANK,08-Aug-18,596.75,598.9,587.0,596.3,7138029
HDFCBANK,08-Aug-18,1067.93,1075.9,1066.53,1068.18,4972690
HINDUNILVR,08-Aug-18,1728.0,1763.0,1721.35,1757.15,1423256
ICICIBANK,08-Aug-18,313.0,320.0,308.25,318.7,17916047
INFY,08-Aug-18,685.9,686.25,676.65,681.38,3992358
KOTAKBANK,08-Aug-18,1288.0,1299.7,1282.55,1288.3,1517072
LT,08-Aug-18,1297.65,1308.8,1290.15,1298.25,1308818
NSEI,08-Aug-18,11412.5,11459.95,11379.3,11450.0,210500
NSEIBANK,08-Aug-18,27930.55,28128.65,27858.75,28062.45,0
RELIANCE,08-Aug-18,1173.87,1211.02,1173.87,1206.27,7987438
SBIN,08-Aug-18,304.05,310.9,303.05,308.7,20498279
TCS,08-Aug-18,1972.0,1978.3,1962.0,1974.0,1315062
AXISBANK,09-Aug-18,595.0,624.4,595.0,621.05,18227195
HDFCBANK,09-Aug-18,1071.0,1071.0,1047.32,1059.25,4472204
HINDUNILVR,09-Aug-18,1761.5,1765.0,1738.2,1754.2,939345
ICICIBANK,09-Aug-18,320.25,345.85,320.25,333.0,76423347
INFY,09-Aug-18,686.83,694.72,686.83,689.97,6409524
KOTAKBANK,09-Aug-18,1292.0,1292.0,1270.1,1277.25,1422779
LT,09-Aug-18,1299.95,1303.9,1282.75,1284.7,1035908
NSEI,09-Aug-18,11493.25,11495.2,11454.1,11470.7,302200
NSEIBANK,09-Aug-18,28173.65,28363.4,28132.0,28320.0,0
RELIANCE,09-Aug-18,1210.03,1220.13,1200.62,1206.51,6911830
SBIN,09-Aug-18,312.95,319.85,310.15,317.4,46464355
TCS,09-Aug-18,1980.0,1980.8,1966.0,1974.35,2060297
AXISBANK,10-Aug-18,621.3,623.9,611.25,615.5,16074351
HDFCBANK,10-Aug-18,1061.75,1061.9,1049.0,1057.22,2721470
HINDUNILVR,10-Aug-18,1750.0,1763.6,1741.5,1752.7,730724
ICICIBANK,10-Aug-18,334.05,340.3,325.35,328.6,36321097
INFY,10-Aug-18,692.9,694.5,686.53,692.72,4779520
KOTAKBANK,10-Aug-18,1273.05,1289.9,1272.0,1285.5,1539484
LT,10-Aug-18,1282.35,1295.4,1262.0,1264.65,1784956
NSEI,10-Aug-18,11474.95,11478.75,11419.65,11429.5,0
NSEIBANK,10-Aug-18,28348.95,28377.9,28087.65,28124.25,0
RELIANCE,10-Aug-18,1199.63,1203.59,1191.01,1192.89,3615156
SBIN,10-Aug-18,317.65,326.4,300.5,304.45,111510771
TCS,10-Aug-18,1980.95,1996.5,1972.05,1993.1,2784105
AXISBANK,13-Aug-18,612.0,616.0,602.6,604.9,8445677
HDFCBANK,13-Aug-18,1042.0,1051.97,1040.0,1045.82,5027126
HINDUNILVR,13-Aug-18,1739.0,1756.5,1725.75,1728.85,691024
ICICIBANK,13-Aug-18,324.0,327.45,322.0,324.9,15332907
INFY,13-Aug-18,695.0,704.92,689.35,704.38,9979746
KOTAKBANK,13-Aug-18,1275.0,1291.25,1275.0,1287.15,1981311
LT,13-Aug-18,1264.5,1278.8,1252.0,1269.05,1627092
NSEI,13-Aug-18,11369.6,11406.3,11340.3,11355.75,246900
NSEIBANK,13-Aug-18,27760.8,27911.85,27739.5,27794.4,0
RELIANCE,13-Aug-18,1186.31,1188.68,1171.59,1176.55,4712408
SBIN,13-Aug-18,296.0,302.8,291.1,294.15,58127432
TCS,13-Aug-18,1997.8,2004.25,1990.0,2000.15,3559575
AXISBANK,14-Aug-18,608.6,621.3,608.6,618.05,10225641
HDFCBANK,14-Aug-18,1049.0,1052.5,1043.6,1044.55,2467982
HINDUNILVR,14-Aug-18,1729.0,1759.3,1729.0,1744.25,850399
ICICIBANK,14-Aug-18,324.7,333.5,324.7,332.45,15314006
INFY,14-Aug-18,706.97,712.28,702.0,704.15,6151320
KOTAKBANK,14-Aug-18,1290.0,1298.8,1285.0,1293.0,1605329
LT,14-Aug-18,1264.15,1266.7,1250.1,1253.25,2146242
NSEI,14-Aug-18,11381.7,11452.45,11370.8,11435.1,232600
NSEIBANK,14-Aug-18,27864.4,28053.05,27854.9,28021.7,0
RELIANCE,14-Aug-18,1178.83,1205.77,1173.18,1199.23,5349770
SBIN,14-Aug-18,296.7,298.95,293.35,294.9,25294933
TCS,14-Aug-18,1992.0,2024.6,1982.4,2003.55,3311765
AXISBANK,16-Aug-18,614.9,635.0,611.25,623.45,18777302
HDFCBANK,16-Aug-18,1041.5,1043.35,1033.2,1037.85,5312580
HINDUNILVR,16-Aug-18,1741.0,1751.95,1730.6,1737.4,638454
ICICIBANK,16-Aug-18,329.55,339.2,328.75,334.3,37463597
INFY,16-Aug-18,707.47,717.45,705.63,714.78,6626774
KOTAKBANK,16-Aug-18,1270.0,1272.0,1242.75,1245.4,5749494
LT,16-Aug-18,1247.9,1262.65,1226.0,1231.65,2292161
NSEI,16-Aug-18,11397.15,11449.85,11366.25,11385.05,290600
NSEIBANK,16-Aug-18,27836.15,28013.1,27779.5,27826.55,179500
RELIANCE,16-Aug-18,1191.95,1204.58,1184.27,1189.52,6039198
SBIN,16-Aug-18,293.5,298.4,290.25,292.7,31083900
TCS,16-Aug-18,2000.3,2020.05,1995.0,2008.5,2152065
AXISBANK,17-Aug-18,630.0,632.45,620.3,627.3,13411536
HDFCBANK,17-Aug-18,1041.45,1046.53,1035.82,1038.68,3032664
HINDUNILVR,17-Aug-18,1741.1,1788.6,1731.75,1784.75,1420289
ICICIBANK,17-Aug-18,336.8,342.2,335.85,340.0,24090696
INFY,17-Aug-18,715.45,718.83,711.5,715.17,6390408
KOTAKBANK,17-Aug-18,1252.0,1273.95,1245.0,1263.25,3253970
LT,17-Aug-18,1239.0,1247.8,1231.45,1240.15,1750983
NSEI,17-Aug-18,11437.15,11486.45,11431.8,11470.75,234700
NSEIBANK,17-Aug-18,27991.75,28178.15,27953.8,28128.55,151600
RELIANCE,17-Aug-18,1197.65,1203.99,1188.78,1192.45,3867305
SBIN,17-Aug-18,295.0,302.7,294.05,302.1,21931134
TCS,17-Aug-18,2013.85,2021.9,2004.0,2012.75,1213731
AXISBANK,20-Aug-18,630.0,630.6,622.1,624.4,6463139
HDFCBANK,20-Aug-18,1037.5,1053.8,1037.5,1048.1,3905568
HINDUNILVR,20-Aug-18,1790.0,1808.65,1773.2,1777.0,924623
ICICIBANK,20-Aug-18,340.0,342.45,336.7,338.45,13032778
INFY,20-Aug-18,694.0,703.97,686.75,692.13,16101876
KOTAKBANK,20-Aug-18,1263.25,1280.25,1261.45,1274.75,1054743
LT,20-Aug-18,1300.0,1331.9,1282.0,1323.7,11227838
NSEI,20-Aug-18,11502.1,11565.3,11499.65,11551.75,232600
NSEIBANK,20-Aug-18,28171.65,28322.3,28171.65,28274.25,172500
RELIANCE,20-Aug-18,1196.56,1225.19,1196.31,1223.3,7679143
SBIN,20-Aug-18,304.1,308.7,303.6,307.65,20240462
TCS,20-Aug-18,2024.0,2024.0,2003.7,2009.95,1587032
AXISBANK,21-Aug-18,625.4,638.25,617.3,635.75,15522297
HDFCBANK,21-Aug-18,1049.0,1056.0,1046.32,1048.03,3888160
HINDUNILVR,21-Aug-18,1777.0,1777.0,1750.0,1752.5,1169476
ICICIBANK,21-Aug-18,338.3,341.85,334.05,338.85,16009673
INFY,21-Aug-18,695.0,698.0,686.88,691.97,8361482
KOTAKBANK,21-Aug-18,1269.25,1272.6,1260.25,1263.4,1143471
LT,21-Aug-18,1335.0,1335.0,1315.0,1322.55,3057182
NSEI,21-Aug-18,11576.2,11581.75,11539.6,11570.9,224200
NSEIBANK,21-Aug-18,28295.85,28305.95,28151.9,28257.9,138100
RELIANCE,21-Aug-18,1225.63,1239.75,1215.48,1235.49,7348644
SBIN,21-Aug-18,308.3,308.85,303.35,307.0,14139592
TCS,21-Aug-18,2010.15,2024.0,2004.0,2017.65,1376866
AXISBANK,23-Aug-18,644.65,644.65,628.55,631.75,12699837
HDFCBANK,23-Aug-18,1052.5,1053.5,1038.43,1039.95,6287276
HINDUNILVR,23-Aug-18,1764.95,1783.5,1757.5,1772.8,1375102
ICICIBANK,23-Aug-18,336.55,338.7,334.75,337.2,18867868
INFY,23-Aug-18,696.5,700.75,692.67,698.7,7717182
KOTAKBANK,23-Aug-18,1264.0,1264.0,1238.0,1247.7,3151993
LT,23-Aug-18,1329.2,1363.9,1318.7,1352.05,8248115
NSEI,23-Aug-18,11620.7,11620.7,11546.7,11582.75,248500
NSEIBANK,23-Aug-18,28321.95,28325.45,27965.35,28027.9,0
RELIANCE,23-Aug-18,1234.6,1262.04,1226.77,1257.53,8043652
SBIN,23-Aug-18,306.95,306.95,298.3,302.45,22721004
TCS,23-Aug-18,2022.8,2038.0,2020.3,2035.1,3046791
AXISBANK,24-Aug-18,638.05,643.4,634.0,639.9,15035968
HDFCBANK,24-Aug-18,1035.5,1046.8,1033.03,1034.93,4857314
HINDUNILVR,24-Aug-18,1773.25,1789.0,1762.25,1780.95,866648
ICICIBANK,24-Aug-18,334.4,335.5,327.3,330.15,17805968
INFY,24-Aug-18,698.25,700.95,688.05,689.15,7053000
KOTAKBANK,24-Aug-18,1248.9,1263.95,1242.35,1254.5,2214361
LT,24-Aug-18,1353.7,1363.0,1341.0,1342.9,3506532
NSEI,24-Aug-18,11566.6,11604.6,11532.0,11557.1,218800
NSEIBANK,24-Aug-18,27954.25,28122.75,27782.8,27834.7,0
RELIANCE,24-Aug-18,1253.37,1267.93,1248.22,1265.5,6715059
SBIN,24-Aug-18,300.6,305.7,299.0,300.45,18869585
TCS,24-Aug-18,2035.1,2046.0,2031.0,2043.0,1570533
AXISBANK,27-Aug-18,643.0,651.5,642.0,650.2,9819034
HDFCBANK,27-Aug-18,1038.5,1044.25,1035.13,1040.22,6287394
HINDUNILVR,27-Aug-18,1791.0,1798.0,1778.7,1792.3,627163
ICICIBANK,27-Aug-18,331.0,342.3,330.95,339.9,28083933
INFY,27-Aug-18,691.5,709.97,690.7,707.7,7012950
KOTAKBANK,27-Aug-18,1260.05,1284.95,1258.3,1274.9,2499503
LT,27-Aug-18,1355.0,1366.0,1345.4,1356.1,2595682
NSEI,27-Aug-18,11605.85,11700.95,11595.6,11691.95,199500
NSEIBANK,27-Aug-18,27971.25,28317.75,27958.2,28264.2,0
RELIANCE,27-Aug-18,1267.39,1283.68,1266.74,1279.37,5624995
SBIN,27-Aug-18,304.0,310.35,303.3,308.0,28111768
TCS,27-Aug-18,2043.0,2059.0,2035.0,2050.9,1532702
AXISBANK,28-Aug-18,652.0,662.8,642.0,660.05,9886447
HDFCBANK,28-Aug-18,1044.0,1049.13,1039.4,1047.43,4986766
HINDUNILVR,28-Aug-18,1789.0,1790.95,1767.85,1771.2,991764
ICICIBANK,28-Aug-18,342.0,343.5,336.3,338.9,16427306
INFY,28-Aug-18,708.6,719.2,705.75,712.35,6496890
KOTAKBANK,28-Aug-18,1279.4,1295.0,1275.15,1285.1,1608796
LT,28-Aug-18,1362.35,1366.0,1352.0,1355.6,1889337
NSEI,28-Aug-18,11731.95,11760.2,11710.5,11738.5,241900
NSEIBANK,28-Aug-18,28379.9,28388.65,28152.7,28269.65,0
RELIANCE,28-Aug-18,1283.83,1310.58,1282.84,1306.61,8777168
SBIN,28-Aug-18,308.05,310.25,303.4,305.35,16890236
TCS,28-Aug-18,2055.0,2072.0,2052.0,2069.2,1987983
AXISBANK,29-Aug-18,657.5,667.65,653.25,656.9,13329261
HDFCBANK,29-Aug-18,1046.07,1047.03,1036.38,1039.25,4936846
HINDUNILVR,29-Aug-18,1775.0,1779.4,1751.25,1755.85,777922
ICICIBANK,29-Aug-18,336.35,342.65,335.8,340.65,18868248
INFY,29-Aug-18,716.8,716.8,702.58,705.05,5646496
KOTAKBANK,29-Aug-18,1282.15,1295.0,1275.0,1288.6,1473564
LT,29-Aug-18,1356.8,1356.8,1344.7,1351.55,1435495
NSEI,29-Aug-18,11744.95,11753.2,11678.85,11691.9,251600
NSEIBANK,29-Aug-18,28233.4,28344.1,28167.8,28224.1,0
RELIANCE,29-Aug-18,1303.94,1316.52,1278.09,1282.05,11182203
SBIN,29-Aug-18,306.8,312.0,305.75,309.7,24320824
TCS,29-Aug-18,2072.5,2076.6,2045.6,2072.0,1525867
AXISBANK,30-Aug-18,661.85,661.85,643.05,649.75,14868623
HDFCBANK,30-Aug-18,1041.8,1043.95,1030.93,1033.05,10913730
HINDUNILVR,30-Aug-18,1755.0,1779.8,1755.0,1772.85,1586926
ICICIBANK,30-Aug-18,339.2,345.45,337.7,344.35,22349447
INFY,30-Aug-18,706.4,710.78,698.08,708.1,11507962
KOTAKBANK,30-Aug-18,1282.0,1282.0,1263.4,1278.05,2372843
LT,30-Aug-18,1351.15,1362.9,1344.0,1346.55,2288925
NSEI,30-Aug-18,11694.75,11698.8,11639.7,11676.8,313800
NSEIBANK,30-Aug-18,28233.7,28233.7,27961.75,28103.25,0
RELIANCE,30-Aug-18,1281.45,1284.97,1258.52,1262.48,9943410
SBIN,30-Aug-18,309.3,310.5,306.0,308.6,19935935
TCS,30-Aug-18,2068.0,2085.0,2065.5,2082.4,2408020
AXISBANK,31-Aug-18,649.5,653.5,641.25,649.25,10207700
HDFCBANK,31-Aug-18,1034.6,1039.38,1029.13,1030.6,7885750
HINDUNILVR,31-Aug-18,1777.0,1789.95,1765.0,1780.1,1335542
ICICIBANK,31-Aug-18,343.0,346.8,338.5,342.6,19809916
INFY,31-Aug-18,712.55,727.15,710.55,720.55,10875864
KOTAKBANK,31-Aug-18,1275.55,1294.0,1275.55,1287.25,1569633
LT,31-Aug-18,1348.95,1374.0,1348.95,1369.55,3549583
NSEI,31-Aug-18,11675.85,11727.65,11640.1,11680.5,346500
NSEIBANK,31-Aug-18,27998.0,28157.35,27940.95,28061.75,0
RELIANCE,31-Aug-18,1258.07,1258.07,1224.99,1229.99,15450941
SBIN,31-Aug-18,307.9,310.65,304.55,309.6,18100140
TCS,31-Aug-18,2082.3,2092.0,2074.0,2078.4,2504554
AXISBANK,03-Sep-18,655.45,655.45,629.6,631.8,6494484
HDFCBANK,03-Sep-18,1034.7,1039.47,1031.75,1037.53,3830804
HINDUNILVR,03-Sep-18,1791.5,1791.5,1695.85,1699.1,1744229
ICICIBANK,03-Sep-18,343.6,344.0,332.55,334.15,12859450
INFY,03-Sep-18,724.5,733.95,715.0,717.13,10976328
KOTAKBANK,03-Sep-18,1292.0,1295.0,1265.0,1269.1,2076747
LT,03-Sep-18,1375.0,1390.0,1360.1,1363.0,2347852
NSEI,03-Sep-18,11751.8,11751.8,11567.4,11582.35,234400
NSEIBANK,03-Sep-18,28199.45,28203.2,27777.4,27819.5,123200
RELIANCE,03-Sep-18,1233.31,1246.09,1214.54,1217.61,12315666
SBIN,03-Sep-18,312.5,312.5,304.8,306.35,14708076
TCS,03-Sep-18,2084.8,2090.0,2048.4,2052.9,1439711
AXISBANK,04-Sep-18,631.0,644.4,622.75,641.8,9305124
HDFCBANK,04-Sep-18,1038.45,1038.97,1024.5,1025.9,3565268
HINDUNILVR,04-Sep-18,1697.0,1697.95,1623.85,1651.2,3852609
ICICIBANK,04-Sep-18,334.8,336.45,327.25,328.5,15470215
INFY,04-Sep-18,722.0,748.5,716.0,737.15,15370124
KOTAKBANK,04-Sep-18,1270.0,1275.3,1251.1,1257.6,2001489
LT,04-Sep-18,1365.0,1371.6,1354.1,1359.3,1517216
NSEI,04-Sep-18,11598.75,11602.55,11496.85,11520.3,254800
NSEIBANK,04-Sep-18,27845.55,27875.15,27385.85,27430.75,0
RELIANCE,04-Sep-18,1223.55,1243.02,1217.46,1230.29,8922552
SBIN,04-Sep-18,306.8,307.45,295.45,296.4,42859084
TCS,04-Sep-18,2059.8,2104.75,2056.95,2098.9,4420803
AXISBANK,05-Sep-18,641.0,646.65,631.35,637.65,8837398
HDFCBANK,05-Sep-18,1026.9,1030.1,1017.78,1022.92,2820754
HINDUNILVR,05-Sep-18,1643.0,1647.55,1596.0,1611.7,2693195
ICICIBANK,05-Sep-18,327.0,331.35,324.6,329.65,14548867
INFY,05-Sep-18,741.95,744.05,725.4,729.9,8658978
KOTAKBANK,05-Sep-18,1257.0,1266.0,1227.6,1238.15,2262546
LT,05-Sep-18,1357.9,1363.9,1341.4,1348.0,2413590
NSEI,05-Sep-18,11514.85,11542.65,11393.85,11476.95,246100
NSEIBANK,05-Sep-18,27409.3,27506.3,27136.05,27376.05,0
RELIANCE,05-Sep-18,1230.83,1240.89,1197.15,1215.48,10422792
SBIN,05-Sep-18,296.5,298.85,290.4,296.55,22922686
TCS,05-Sep-18,2100.0,2107.25,2075.05,2079.25,1681106
AXISBANK,06-Sep-18,638.9,643.3,624.6,638.2,10026621
HDFCBANK,06-Sep-18,1024.5,1029.5,1016.3,1026.1,5201206
HINDUNILVR,06-Sep-18,1623.45,1636.5,1598.65,1608.6,2008264
ICICIBANK,06-Sep-18,330.0,331.25,325.5,328.65,11322771
INFY,06-Sep-18,732.55,735.5,724.1,727.15,5598659
KOTAKBANK,06-Sep-18,1242.0,1264.6,1238.15,1260.9,2947633
LT,06-Sep-18,1349.8,1355.6,1338.8,1347.1,1586350
NSEI,06-Sep-18,11514.15,11562.25,11436.05,11536.9,247900
NSEIBANK,06-Sep-18,27464.25,27552.8,27246.25,27468.7,0
RELIANCE,06-Sep-18,1218.6,1253.82,1213.84,1249.56,11301160
SBIN,06-Sep-18,298.0,299.85,294.5,296.45,18001336
TCS,06-Sep-18,2075.0,2081.5,2060.3,2075.3,2238097
AXISBANK,07-Sep-18,640.0,648.0,632.1,645.55,6999943
HDFCBANK,07-Sep-18,1025.5,1030.0,1020.38,1028.47,2959650
HINDUNILVR,07-Sep-18,1611.9,1644.7,1601.0,1638.75,1571003
ICICIBANK,07-Sep-18,327.45,336.4,322.45,335.1,16435004
INFY,07-Sep-18,734.35,735.15,723.8,732.8,6510605
KOTAKBANK,07-Sep-18,1257.0,1260.0,1238.1,1244.95,1452290
LT,07-Sep-18,1349.0,1357.0,1341.0,1347.5,1307928
NSEI,07-Sep-18,11558.25,11603.0,11484.4,11589.1,295900
NSEIBANK,07-Sep-18,27439.25,27512.5,27232.8,27481.45,0
RELIANCE,07-Sep-18,1253.02,1269.32,1242.72,1266.59,10794143
SBIN,07-Sep-18,295.9,295.9,289.45,291.65,23716678
TCS,07-Sep-18,2079.3,2084.0,2065.4,2079.85,1312182
AXISBANK,10-Sep-18,644.95,677.95,643.3,651.75,32430222
HDFCBANK,10-Sep-18,1027.5,1027.5,1012.55,1020.58,4299296
HINDUNILVR,10-Sep-18,1632.7,1640.4,1604.0,1610.3,1423511
ICICIBANK,10-Sep-18,331.8,335.75,330.4,332.9,16673909
INFY,10-Sep-18,737.75,747.0,729.4,730.85,5629871
KOTAKBANK,10-Sep-18,1241.0,1241.5,1215.0,1223.35,2437820
LT,10-Sep-18,1347.75,1352.0,1335.0,1336.8,1228247
NSEI,10-Sep-18,11570.25,11573.0,11427.3,11438.1,286700
NSEIBANK,10-Sep-18,27395.2,27404.85,27142.55,27201.75,0
RELIANCE,10-Sep-18,1263.03,1265.01,1238.36,1244.06,7125920
SBIN,10-Sep-18,290.65,293.25,283.8,284.85,23354395
TCS,10-Sep-18,2084.4,2093.4,2074.25,2080.75,1530539
AXISBANK,11-Sep-18,651.65,665.7,647.45,650.15,19162102
HDFCBANK,11-Sep-18,1023.15,1024.0,997.08,1000.2,9093268
HINDUNILVR,11-Sep-18,1613.0,1624.0,1576.05,1590.65,2381214
ICICIBANK,11-Sep-18,333.7,336.7,325.1,326.55,13005562
INFY,11-Sep-18,735.9,744.75,732.0,734.3,6963561
KOTAKBANK,11-Sep-18,1227.0,1227.65,1203.75,1206.4,2287373
LT,11-Sep-18,1341.55,1347.75,1326.8,1329.65,1617176
NSEI,11-Sep-18,11476.85,11479.4,11274.0,11287.5,0
NSEIBANK,11-Sep-18,27295.2,27318.45,26772.25,26807.5,0
RELIANCE,11-Sep-18,1247.18,1256.49,1222.66,1226.08,10977849
SBIN,11-Sep-18,287.35,291.45,281.65,282.6,28361400
TCS,11-Sep-18,2089.0,2089.0,2042.2,2046.25,3679745
AXISBANK,12-Sep-18,665.0,665.0,630.1,635.45,14448365
HDFCBANK,12-Sep-18,1000.95,1010.67,994.78,1005.92,6123004
HINDUNILVR,12-Sep-18,1599.95,1636.9,1587.5,1626.85,1789295
ICICIBANK,12-Sep-18,327.0,327.05,318.5,322.9,15263406
INFY,12-Sep-18,744.4,746.5,736.25,742.9,4636617
KOTAKBANK,12-Sep-18,1206.0,1233.75,1200.0,1230.4,2105288
LT,12-Sep-18,1335.0,1355.95,1320.5,1352.25,1319469
NSEI,12-Sep-18,11340.1,11380.75,11250.2,11369.9,268200
NSEIBANK,12-Sep-18,26895.15,26895.15,26555.15,26819.2,0
RELIANCE,12-Sep-18,1240.05,1246.88,1217.31,1240.74,8142006
SBIN,12-Sep-18,284.0,286.7,280.0,285.3,22717796
TCS,12-Sep-18,2052.35,2068.9,2040.0,2043.95,2307661
AXISBANK,14-Sep-18,641.8,644.0,632.0,636.4,12083354
HDFCBANK,14-Sep-18,1009.92,1018.7,1009.47,1014.8,5167336
HINDUNILVR,14-Sep-18,1637.9,1649.0,1612.5,1629.3,1920969
ICICIBANK,14-Sep-18,327.2,332.0,324.15,328.35,10736693
INFY,14-Sep-18,741.9,745.0,729.05,733.7,7896514
KOTAKBANK,14-Sep-18,1240.0,1244.65,1228.55,1239.55,1921249
LT,14-Sep-18,1356.0,1367.2,1350.55,1358.85,1462192
NSEI,14-Sep-18,11443.5,11523.25,11430.55,11515.2,276600
NSEIBANK,14-Sep-18,27059.85,27205.75,26989.8,27163.85,0
RELIANCE,14-Sep-18,1247.57,1263.62,1235.93,1241.38,7953264
SBIN,14-Sep-18,290.1,291.8,288.7,290.65,15149585
TCS,14-Sep-18,2044.0,2071.55,2018.15,2065.4,3642038
AXISBANK,17-Sep-18,633.7,634.0,622.0,625.95,6644742
HDFCBANK,17-Sep-18,1010.65,1011.47,994.0,996.1,4669110
HINDUNILVR,17-Sep-18,1620.0,1626.0,1595.0,1605.45,904395
ICICIBANK,17-Sep-18,327.3,327.5,321.35,325.7,7227361
INFY,17-Sep-18,735.0,740.0,724.6,725.95,5427054
KOTAKBANK,17-Sep-18,1227.65,1238.9,1221.65,1230.4,1861679
LT,17-Sep-18,1351.55,1353.8,1339.6,1344.75,912431
NSEI,17-Sep-18,11464.95,11464.95,11366.9,11377.75,201400
NSEIBANK,17-Sep-18,27002.6,27002.6,26743.4,26820.3,0
RELIANCE,17-Sep-18,1239.01,1239.01,1210.13,1214.39,6818107
SBIN,17-Sep-18,288.5,288.5,284.1,285.3,16089996
TCS,17-Sep-18,2070.0,2077.8,2054.55,2074.15,1033857
AXISBANK,18-Sep-18,624.0,633.05,606.15,608.6,10724450
HDFCBANK,18-Sep-18,997.45,1004.92,990.47,994.6,4662868
HINDUNILVR,18-Sep-18,1622.0,1670.95,1618.0,1664.95,2932792
ICICIBANK,18-Sep-18,324.25,328.05,317.7,318.85,14825218
INFY,18-Sep-18,730.0,730.0,717.0,719.1,7729732
KOTAKBANK,18-Sep-18,1227.95,1233.85,1210.5,1215.3,2270665
LT,18-Sep-18,1343.8,1350.15,1325.25,1327.9,1501479
NSEI,18-Sep-18,11381.55,11411.45,11268.95,11278.9,240900
NSEIBANK,18-Sep-18,26757.0,26901.05,26407.45,26441.45,0
RELIANCE,18-Sep-18,1214.49,1227.76,1202.95,1205.72,7688607
SBIN,18-Sep-18,285.0,286.9,272.4,273.8,33901000
TCS,18-Sep-18,2073.0,2078.8,2057.6,2070.75,1456507
AXISBANK,19-Sep-18,611.6,622.5,601.3,608.8,9373364
HDFCBANK,19-Sep-18,997.42,999.0,978.25,980.67,8356132
HINDUNILVR,19-Sep-18,1671.0,1678.5,1637.15,1647.1,1589108
ICICIBANK,19-Sep-18,320.0,324.7,317.0,320.95,15942065
INFY,19-Sep-18,727.0,727.0,713.2,719.75,4849498
KOTAKBANK,19-Sep-18,1217.0,1234.0,1217.0,1226.9,2077024
LT,19-Sep-18,1332.95,1343.0,1326.0,1332.9,867001
NSEI,19-Sep-18,11326.65,11332.05,11210.9,11234.35,250600
NSEIBANK,19-Sep-18,26532.0,26611.6,26235.7,26277.35,0
RELIANCE,19-Sep-18,1212.51,1212.51,1189.72,1199.38,11372574
SBIN,19-Sep-18,275.4,282.85,270.5,271.5,40759431
TCS,19-Sep-18,2071.9,2089.0,2066.85,2077.9,1301268
AXISBANK,21-Sep-18,618.95,634.0,563.4,599.2,24788799
HDFCBANK,21-Sep-18,986.95,999.92,955.1,985.13,11305074
HINDUNILVR,21-Sep-18,1651.0,1656.9,1606.3,1621.3,3032792
ICICIBANK,21-Sep-18,323.45,333.7,308.35,317.1,34169460
INFY,21-Sep-18,713.85,717.4,692.0,705.3,14350769
KOTAKBANK,21-Sep-18,1227.0,1246.0,1143.0,1180.2,4533128
LT,21-Sep-18,1342.2,1352.45,1309.55,1329.7,2309530
NSEI,21-Sep-18,11271.3,11346.8,10866.45,11143.1,719000
NSEIBANK,21-Sep-18,26331.05,26490.4,25053.35,25596.9,0
RELIANCE,21-Sep-18,1207.55,1225.78,1172.39,1206.07,19250938
SBIN,21-Sep-18,274.2,279.45,253.4,270.6,39308482
TCS,21-Sep-18,2077.0,2121.0,2050.15,2103.15,4508530
AXISBANK,24-Sep-18,599.6,605.75,587.85,597.35,11998797
HDFCBANK,24-Sep-18,983.63,986.1,957.5,962.85,6695396
HINDUNILVR,24-Sep-18,1622.05,1639.5,1564.1,1590.45,1817390
ICICIBANK,24-Sep-18,316.8,316.8,305.55,308.75,24382310
INFY,24-Sep-18,706.5,729.95,706.5,718.25,8637881
KOTAKBANK,24-Sep-18,1180.0,1182.95,1144.3,1148.7,3457790
